Price 10^3 TMT,Brands,Models,Year,Place,Pubtime
9.0,Fekon,FK150-8G,2016,Берекет,1753506625.950478
550.0,Ford,F-150,2017,Ашхабад,1753427425.950478
248.0,Kia,Optima,2020,Ашхабад,1753506625.950478
458.0,Toyota,Sienna,2016,Ашхабад,1753427425.950478
29.0,Opel,Vectra,1992,Гёкдепе,1753506625.950478
402.0,Hyundai,Santa,2021,Ашхабад,1753427425.950478
130.0,Mercedes-Benz,E55,1998,Ашхабад,1753506625.950478
330.0,Toyota,Camry,2021,Мары,1753427425.950478
50.0,Toyota,Carina,1996,Акдепе,1753506625.950478
38.0,Lada,2106,1988,Гёкдепе,1753506625.950478
750.0,Toyota,Sienna,2021,Ашхабад,1753427425.950478
1190.0,Lexus,ES,2025,Ашхабад,1753427425.950478
210.0,Volkswagen,Jetta,2021,Ашхабад,1753506625.950478
348.0,Toyota,Camry,2021,Ашхабад,1753427425.950478
140.0,Toyota,Camry,2001,етр. Туркменбаши,1753506625.950478
850.0,BMW,X5,2016,Ашхабад,1753423825.950478
15.0,Opel,Omega,1993,Мары,1753506625.950478
152.0,Toyota,Camry,2008,Ашхабад,1753423825.950478
28.0,Opel,Astra,1992,Дашогуз,1753506625.950478
840.0,Hyundai,Santa,2024,Ашхабад,1753423825.950478
22.0,Opel,Vectra,1989,Гороглы (Тагта),1753506625.950478
840.0,Hyundai,Staria,2023,Ашхабад,1753423825.950478
330.0,Toyota,Camry,2021,Ашхабад,1753506625.950478
190.0,Toyota,Camry,2004,Теджен,1753423825.950478
250.0,Lexus,RX,2007,Гороглы (Тагта),1753506625.950478
720.0,Hyundai,Tucson,2025,Ашхабад,1753423825.950478
195.0,Toyota,RAV4,2008,Ашхабад,1753506625.950478
400.0,Genesis,G70,2021,Туркменабат,1753423825.950478
660.0,Toyota,Avalon,2022,Ашхабад,1753506625.950478
345.0,Hyundai,Sonata,2021,Ашхабад,1753423825.950478
280.0,Toyota,Camry,2015,Туркменабат,1753420225.950478
130.0,Mitsubishi,Montero,2002,Балканабат,1753506625.950478
685.0,Hyundai,Sonata,2025,Ашхабад,1753420225.950478
190.0,Toyota,Camry,2010,Гёкдепе,1753506625.950478
300.0,Hyundai,Sonata,2021,Мары,1753420225.950478
240.0,Hyundai,Elantra,2021,Ашхабад,1753506625.950478
1021.0,BMW,340,2023,Ашхабад,1753420225.950478
105.0,Toyota,Camry,1995,Мары,1753506625.950478
595.0,Toyota,Highlander,2021,Ашхабад,1753420225.950478
375.0,Toyota,Yaris,2020,Ашхабад,1753420225.950478
195.0,Toyota,Corolla,2013,Ашхабад,1753506625.950478
1081.0,Hyundai,Palisade,2025,Ашхабад,1753420225.950478
136.0,Mitsubishi,L200,2021,Мары,1753506625.950478
325.0,Ford,Transit,2017,Ашхабад,1753420225.950478
384.0,Toyota,Sienna,2020,Ашхабад,1753506625.950478
1317.0,Toyota,Land,2025,Ашхабад,1753420225.950478
12.0,Lada,2106,1999,Кёнеургенч,1753506625.950478
365.0,Geely,Coolray,2024,Ашхабад,1753420225.950478
70.0,Lada,2115,2010,Серахс,1753506625.950478
1473.0,Ford,F-150,2023,Ашхабад,1753420225.950478
120.0,Mercedes-Benz,S-Class,2001,Балканабат,1753506625.950478
1768.0,BMW,X5,2020,Ашхабад,1753420225.950478
450.0,Genesis,G90,2019,Балканабат,1753506625.950478
383.0,Mitsubishi,Xpander,2023,Ашхабад,1753420225.950478
77.0,Daewoo,Lacetti,2008,Ашхабад,1753506625.950478
321.0,Kia,Sorento,2020,Ашхабад,1753420225.950478
145.0,Toyota,Camry,2002,Губадаг,1753506625.950478
630.0,BMW,X5,2018,Ашхабад,1753506625.950478
290.0,Toyota,Camry,2017,Ашхабад,1753420225.950478
280.0,Toyota,Camry,2012,Ашхабад,1753506625.950478
350.0,BMW,X6,2011,Балканабат,1753420225.950478
590.0,Toyota,Sienna,2020,Ашхабад,1753506625.950478
154.0,Toyota,RAV4,2005,Ашхабад,1753420225.950478
45.0,Lada,2107,2002,Гумдаг,1753506625.950478
1375.0,BMW,X5,2024,Ашхабад,1753420225.950478
200.0,Lexus,ES,2003,Керки,1753506625.950478
1293.6,Toyota,Land,2023,Мары,1753420225.950478
150.0,Mercedes-Benz,E320,2003,Ашхабад,1753506625.950478
170.0,Toyota,Yaris,2013,Ашхабад,1753420225.950478
270.0,Toyota,Camry,2012,Ашхабад,1753506625.950478
190.0,Toyota,Corolla,2013,Ашхабад,1753420225.950478
157.0,Hyundai,Sonata,2011,Анев,1753506625.950478
20.0,Lada,2106,1995,Ашхабад,1753506625.950478
396.0,Toyota,Avalon,2019,Ашхабад,1753420225.950478
70.0,Kia,Rio,2003,Ашхабад,1753506625.950478
255.0,Toyota,Camry,2012,Туркменбаши,1753506625.950478
480.0,Ford,Explorer,2022,Ашхабад,1753420225.950478
638.0,Toyota,Highlander,2020,Мары,1753420225.950478
60.0,Toyota,Sienna,1997,Яшлык,1753506625.950478
262.0,Toyota,Camry,2013,Ашхабад,1753420225.950478
35.0,Opel,Vectra,1992,Гороглы (Тагта),1753506625.950478
158.0,Kia,Sorento,2011,Ак-Бугдайский этрап,1753506625.950478
466.0,Toyota,Camry,2018,Туркменбаши,1753420225.950478
250.0,Hyundai,Elantra,2020,Ашхабад,1753420225.950478
240.0,Kia,Optima,2020,Ашхабад,1753506625.950478
470.0,Toyota,Sienna,2022,Мары,1753420225.950478
395.0,Lexus,ES,2016,Ашхабад,1753506625.950478
340.0,Toyota,Highlander,2015,Туркменбаши,1753427425.950478
40.0,Lada,2110,2006,Бабадайхан,1753506625.950478
921.2,Toyota,Land,2022,Мары,1753420225.950478
110.0,Mazda,Mazda3,2007,Ашхабад,1753506625.950478
320.0,Toyota,Camry,2020,Ашхабад,1753420225.950478
13.6,Fekon,FK150-8G,2025,Бахарден,1753506625.950478
275.0,Toyota,Sienna,2012,Ашхабад,1753420225.950478
193.0,Toyota,Camry,2009,Ашхабад,1753506625.950478
455.0,Toyota,Tacoma,2019,Ашхабад,1753420225.950478
250.0,Hyundai,Sonata,2021,Ашхабад,1753506625.950478
315.0,BMW,F30,2014,Ашхабад,1753420225.950478
34.0,Opel,Vectra,1993,Туркменгала,1753506625.950478
550.0,Lexus,RX,2019,Ашхабад,1753420225.950478
190.0,Toyota,Camry,2005,Ашхабад,1753420225.950478
510.0,Toyota,Land,2013,Хазар,1753506625.950478
375.0,Toyota,Camry,2021,Ашхабад,1753420225.950478
150.0,Toyota,Camry,2003,Гороглы (Тагта),1753506625.950478
590.0,Lexus,RX,2021,Ашхабад,1753420225.950478
55.0,Toyota,Camry,1996,Теджен,1753506625.950478
1083.5,Toyota,Land,2008,Ашхабад,1753420225.950478
34.0,Lada,2106,1998,Гызыларбат,1753506625.950478
475.0,Toyota,Highlander,2017,Ашхабад,1753420225.950478
220.0,Toyota,Sienna,2007,Ашхабад,1753506625.950478
235.0,Hyundai,Elantra,2019,Ашхабад,1753420225.950478
1336.0,Lexus,ES,2025,Ашхабад,1753506625.950478
205.0,Ford,Taurus,2019,Ашхабад,1753420225.950478
13.5,Fekon,FK150-8G,2005,Серахс,1753506625.950478
490.0,Kia,K900,2020,Ашхабад,1753420225.950478
43.0,Opel,Omega,1996,Ашхабад,1753506625.950478
365.0,Lexus,ES,2016,Ашхабад,1753420225.950478
180.0,Mercedes-Benz,Viano,2005,Ашхабад,1753506625.950478
270.0,Kia,Sportage,2021,Ашхабад,1753420225.950478
114.0,Toyota,Land,2000,Балканабат,1753506625.950478
569.0,Toyota,Camry,2022,Ашхабад,1753420225.950478
231.0,Toyota,Corolla,2023,Ашхабад,1753506625.950478
657.0,Toyota,Fortuner,2024,Ашхабад,1753420225.950478
30.0,Opel,Vita,1998,Мары,1753506625.950478
298.0,Hyundai,Sonata,2021,Ашхабад,1753333825.950478
70.0,Mitsubishi,L200,2003,Чарджоу,1753506625.950478
240.0,Hyundai,Elantra,2021,Ашхабад,1753420225.950478
182.0,Toyota,Camry,2010,Туркменабат,1753506625.950478
499.999,Toyota,Avalon,2019,Ашхабад,1753420225.950478
95.0,BMW,E39,1998,Туркменабат,1753506625.950478
1100.0,BMW,X5,2021,Ашхабад,1753420225.950478
160.0,Toyota,Camry,2009,Сакарчага,1753506625.950478
325.0,Volkswagen,Touareg,2009,Ашхабад,1753420225.950478
46.0,Opel,Vectra,1991,Балканабат,1753506625.950478
335.0,Toyota,Land,2004,Ашхабад,1753420225.950478
50.0,BMW,525,1992,Кака,1753506625.950478
975.0,Toyota,Land,2009,Ашхабад,1753420225.950478
45.0,Toyota,Mark,1993,Кёнеургенч,1753506625.950478
155.0,Nissan,JUKE,2013,Ашхабад,1753420225.950478
200.0,Lexus,ES,2007,Гурбансолтан Едже,1753506625.950478
588.0,Ford,Expedition,2022,Бахарден,1753420225.950478
318.0,Toyota,Camry,2021,Балканабат,1753506625.950478
579.0,Lexus,LX,2006,Ашхабад,1753420225.950478
150.0,Toyota,Sienna,2005,Теджен,1753506625.950478
295.0,Toyota,Camry,2018,Ашхабад,1753420225.950478
148.0,Hyundai,Sonata,2010,Ашхабад,1753506625.950478
75.0,BMW,525,1994,Мары,1753420225.950478
23.0,Lada,2107,1999,Байрамали,1753506625.950478
541.0,Lexus,ES,2023,Ашхабад,1753420225.950478
180.0,Toyota,Camry,2006,Кёнеургенч,1753506625.950478
33.0,Gaz,24,1980,Мары,1753420225.950478
160.0,Toyota,Camry,2008,Ашхабад,1753506625.950478
160.0,Toyota,Camry,2008,Ашхабад,1753506625.950478
200.0,Toyota,Camry,2010,Саят,1753420225.950478
170.0,Toyota,Camry,2009,Дашогуз,1753506625.950478
175.0,Lexus,RX,2005,Ашхабад,1753420225.950478
170.0,Toyota,Corolla,2024,Мары,1753506625.950478
515.0,Lexus,GX,2006,Ашхабад,1753420225.950478
980.0,Toyota,Land,2018,Ашхабад,1753420225.950478
45.0,Toyota,Mark,1993,Дянев,1753506625.950478
195.0,Lexus,RX,2005,Ашхабад,1753420225.950478
200.0,Toyota,Venza,2011,Сакар,1753506625.950478
1100.0,Lexus,RX,2022,Ашхабад,1753420225.950478
170.0,Lexus,ES,2003,Халач,1753506625.950478
460.0,Nissan,Pathfinder,2022,Ашхабад,1753420225.950478
40.0,Lada,2107,2004,Ёлётен,1753506625.950478
353.0,Toyota,Camry,2018,Ашхабад,1753420225.950478
223.0,Toyota,Camry,2016,Мары,1753506625.950478
220.0,Nissan,Maxima,2018,Ашхабад,1753420225.950478
240.0,Lexus,ES,2010,Дашогуз,1753506625.950478
500.0,Lexus,GX,2006,Ашхабад,1753420225.950478
200.0,Lexus,RX,2001,Туркменгала,1753506625.950478
300.0,Ford,Flex,2019,Ашхабад,1753420225.950478
35.0,UAZ,452,1987,Гумдаг,1753506625.950478
254.0,Toyota,Camry,2013,Ашхабад,1753420225.950478
155.0,Toyota,Camry,2000,Ашхабад,1753506625.950478
235.0,Lexus,RX,2004,Ашхабад,1753420225.950478
300.0,Toyota,Highlander,2010,Ёлётен,1753506625.950478
454.0,Lexus,ES,2019,Ашхабад,1753420225.950478
520.0,Lexus,RX,2019,Мары,1753506625.950478
600.0,Ford,F-150,2021,Ашхабад,1753420225.950478
370.0,Lexus,RX,2021,Векильбазар,1753506625.950478
228.0,Kia,Forte,2020,Ашхабад,1753420225.950478
399.0,Genesis,G80,2018,Ашхабад,1753506625.950478
320.0,Toyota,Avalon,2013,Ашхабад,1753420225.950478
160.0,Forland,H2,2016,Каракумский этрап,1753506625.950478
144.0,Toyota,Corolla,2010,Теджен,1753420225.950478
195.0,Isuzu,Elf,2006,Балканабат,1753506625.950478
170.0,Toyota,Camry,2010,Сакарчага,1753420225.950478
123.0,Lexus,GS,2006,Ашхабад,1753420225.950478
140.0,Toyota,Avalon,1999,Мары,1753506625.950478
300.0,Mercedes-Benz,GLK,2011,Мары,1753420225.950478
50.0,Lada,2107,2010,Мары,1753506625.950478
177.0,Kia,Forte,2020,Ашхабад,1753420225.950478
140.0,Toyota,Camry,2001,Ходжамбаз,1753506625.950478
155.0,Toyota,Camry,2009,Балканабат,1753420225.950478
17.0,Lada,2106,1985,етр. Туркменбаши,1753506625.950478
550.0,Lexus,RX,2021,Ашхабад,1753420225.950478
30.0,Daewoo,Cielo,1994,Дашогуз,1753506625.950478
249.0,Mitsubishi,Outlander,2020,Ашхабад,1753420225.950478
48.0,Opel,Vectra,1992,Бахарден,1753506625.950478
194.0,Kia,Optima,2019,Ашхабад,1753420225.950478
95.0,Mercedes-Benz,C-Class,2003,Туркменабат,1753506625.950478
230.0,Kia,Optima,2020,Ашхабад,1753420225.950478
142.0,Toyota,Camry,2010,Ашхабад,1753506625.950478
165.0,Nissan,Altima,2016,Ашхабад,1753420225.950478
205.0,Toyota,Camry,2011,Кёнеургенч,1753506625.950478
495.0,Toyota,Highlander,2018,Ашхабад,1753420225.950478
40.0,Nissan,Maxima,2000,Анев,1753506625.950478
110.0,Gaz,Gazel,2003,Ашхабад,1753420225.950478
70.0,Volkswagen,Transporter,2001,Мары,1753506625.950478
270.0,Kia,Cadenza,2017,Ашхабад,1753420225.950478
270.0,Kia,Cadenza,2017,Ашхабад,1753420225.950478
155.555,Toyota,Camry,2010,Туркменабат,1753506625.950478
329.0,Toyota,Highlander,2012,Ашхабад,1753420225.950478
320.0,Hyundai,Sonata,2020,Ашхабад,1753506625.950478
310.0,Toyota,Camry,2021,Мары,1753420225.950478
34.0,Opel,Astra,1995,Мары,1753506625.950478
299.0,Toyota,Camry,2023,Ашхабад,1753420225.950478
50.0,Mercedes-Benz,A150,2000,Балканабат,1753506625.950478
145.0,Toyota,Camry,2007,Бахарден,1753420225.950478
180.0,Toyota,Camry,2006,Дашогуз,1753506625.950478
175.0,Toyota,Camry,2011,Бахарден,1753420225.950478
11.0,Lada,2107,1999,Болдумсаз,1753506625.950478
162.0,Lexus,ES,2002,Бахарден,1753420225.950478
137.0,Opel,Insignia,2012,Ашхабад,1753506625.950478
470.0,Lexus,ES,2018,Туркменабат,1753506625.950478
515.0,Lexus,RX,2022,Ашхабад,1753420225.950478
475.0,Lexus,RX,2018,Ашхабад,1753420225.950478
260.0,Toyota,Camry,2011,Мары,1753506625.950478
195.0,Toyota,Camry,2012,Ашхабад,1753420225.950478
35.0,BMW,525,1994,Мары,1753506625.950478
315.0,Toyota,Corolla,2020,Ашхабад,1753420225.950478
140.0,Toyota,Camry,2004,Койтендаг,1753506625.950478
300.0,Toyota,Land,2006,Дянев,1753420225.950478
420.0,Toyota,Highlander,2019,Мары,1753506625.950478
384.0,Ford,Explorer,2018,Ашхабад,1753420225.950478
300.0,Toyota,Camry,2016,Ашхабад,1753506625.950478
145.0,Toyota,Corolla,2011,Бахарден,1753420225.950478
180.0,Gaz,Gazel,2016,Ашхабад,1753506625.950478
200.0,Toyota,Avalon,2007,Ашхабад,1753420225.950478
500.0,Toyota,Land,2005,Ашхабад,1753506625.950478
538.0,Lexus,ES,2019,Ашхабад,1753420225.950478
230.0,Lexus,RX,2006,Дашогуз,1753506625.950478
222.0,Toyota,Camry,2010,Туркменбаши,1753420225.950478
35.0,Opel,Vectra,1993,Фарап,1753506625.950478
680.0,Toyota,Highlander,2022,Ашхабад,1753420225.950478
40.0,Toyota,Tercel,1996,Мары,1753506625.950478
670.0,Toyota,Highlander,2022,Ашхабад,1753420225.950478
200.0,Toyota,Camry,2012,Фарап,1753506625.950478
500.0,Toyota,Highlander,2019,Ашхабад,1753420225.950478
240.0,Toyota,RAV4,2013,Ашхабад,1753506625.950478
296.0,Hyundai,Sonata,2022,Ашхабад,1753420225.950478
660.0,Toyota,Highlander,2021,Мары,1753506625.950478
218.0,Hyundai,Elantra,2020,Ашхабад,1753420225.950478
260.0,Toyota,RAV4,2016,Туркменбаши,1753506625.950478
230.0,Kia,Optima,2018,Ашхабад,1753420225.950478
50.0,Opel,Vectra,1994,Шабатский этрап,1753506625.950478
22.0,Lada,2107,1998,Бахарден,1753420225.950478
11.0,Fekon,FK150-8G,2015,Этрек,1753506625.950478
249.0,Kia,Sportage,2021,Ашхабад,1753420225.950478
12.0,Lada,2106,1994,Саят,1753506625.950478
280.0,Kia,K5,2021,Ашхабад,1753420225.950478
299.999,Toyota,Corolla,2021,Ашхабад,1753420225.950478
210.0,Toyota,Avalon,2004,Гурбансолтан Едже,1753506625.950478
188.888,Toyota,Avalon,2006,Ашхабад,1753420225.950478
115.0,Nissan,Tiida,2011,Ашхабад,1753506625.950478
265.0,Hyundai,Tucson,2019,Ашхабад,1753420225.950478
200.0,Subaru,Forester,2014,Туркменабат,1753506625.950478
190.0,Mitsubishi,Montero,2009,Балканабат,1753506625.950478
130.0,Toyota,Corolla,2009,Мары,1753420225.950478
45.0,Opel,Vectra,1991,Туркменабат,1753506625.950478
243.0,Toyota,Camry,2015,Гёкдепе,1753420225.950478
310.0,Toyota,Hilux,2025,Ашхабад,1753506625.950478
307.35,Toyota,Camry,2020,Ашхабад,1753420225.950478
265.0,Toyota,Corolla,2024,Мары,1753506625.950478
160.0,Toyota,Corolla,2011,Ашхабад,1753420225.950478
230.0,Toyota,Camry,2012,Дашогуз,1753506625.950478
185.0,Kia,Sportage,2011,Ашхабад,1753420225.950478
630.0,Lexus,RX,2023,Ашхабад,1753333825.950478
16.0,Lada,2106,1995,Халач,1753506625.950478
310.0,Toyota,Camry,2019,Кёнеургенч,1753506625.950478
365.0,Toyota,Camry,2018,Ашхабад,1753333825.950478
380.0,Nissan,Pathfinder,2022,Туркменабат,1753333825.950478
14.0,Lada,2106,1998,Кёнеургенч,1753506625.950478
305.0,Kia,Sorento,2019,Ашхабад,1753333825.950478
50.0,Opel,Vectra,1995,Туркменбаши,1753506625.950478
173.0,Hyundai,Elantra,2013,Ашхабад,1753333825.950478
35.0,Daewoo,Nubira,2001,Ашхабад,1753506625.950478
345.0,Toyota,Camry,2022,Ашхабад,1753333825.950478
120.0,Toyota,Corolla,2005,Ашхабад,1753506625.950478
275.0,Hyundai,Elantra,2025,Ашхабад,1753333825.950478
110.0,Nissan,Urvan,2007,Анев,1753506625.950478
410.0,Toyota,Sienna,2016,Ашхабад,1753333825.950478
310.0,Kia,Cadenza,2019,Ашхабад,1753506625.950478
52.0,Lada,2110,2003,Мары,1753333825.950478
320.0,Toyota,Camry,2019,Ашхабад,1753506625.950478
149.0,BMW,745,2004,Ашхабад,1753333825.950478
36.0,Opel,Astra,1993,Мары,1753506625.950478
470.0,Toyota,Highlander,2018,Туркменбаши,1753333825.950478
362.6,Kia,Sorento,2019,Ашхабад,1753506625.950478
585.0,Lexus,ES,2023,Ашхабад,1753333825.950478
50.0,Toyota,Corolla,2003,Гёкдепе,1753506625.950478
295.0,Toyota,Venza,2012,Ашхабад,1753333825.950478
200.0,Gaz,Gazel,2014,Дашогуз,1753506625.950478
319.0,Toyota,Camry,2018,Ашхабад,1753333825.950478
295.0,Toyota,Hiace,2008,Ашхабад,1753333825.950478
45.0,Mercedes-Benz,230E,1994,Берекет,1753506625.950478
229.0,Kia,Optima,2016,Ашхабад,1753333825.950478
35.0,Lada,2115,2004,Бабадайхан,1753506625.950478
1100.0,BMW,X5,2021,Ашхабад,1753333825.950478
125.0,Nissan,Versa,2014,Ашхабад,1753333825.950478
96.0,Toyota,Camry,1994,Мары,1753506625.950478
666.0,Mercedes-Benz,S-Class,2013,Ашхабад,1753333825.950478
30.0,Toyota,Chaser,1993,Халач,1753506625.950478
330.0,Toyota,Camry,2021,Ашхабад,1753333825.950478
15.0,Москвич,412,1988,Шабатский этрап,1753506625.950478
299.0,Toyota,Camry,2021,Ашхабад,1753333825.950478
155.0,Nissan,Sentra,2017,Балканабат,1753506625.950478
40.0,UAZ,Profi,1992,Халач,1753420225.950478
450.0,Toyota,Sienna,2020,Ашхабад,1753506625.950478
205.0,Hyundai,Elantra,2020,Ашхабад,1753333825.950478
65.0,BMW,525,1991,Гызыларбат,1753506625.950478
94.0,Lada,2107,2012,Ашхабад,1753333825.950478
10.0,Fekon,FK200-14G,2014,етр. Туркменбаши,1753506625.950478
767.777,Toyota,Highlander,2020,Дашогуз,1753333825.950478
65.0,Daewoo,Lacetti,2004,Ашхабад,1753506625.950478
600.0,Toyota,Camry,2023,Ашхабад,1753333825.950478
8.0,Iž,Planeta,2025,Гумдаг,1753506625.950478
307.0,Toyota,Avalon,2013,Ашхабад,1753333825.950478
225.0,Lexus,ES,2008,Туркменбаши,1753506625.950478
256.0,Toyota,Camry,2012,Ашхабад,1753333825.950478
180.0,Toyota,Avalon,2009,Ашхабад,1753506625.950478
210.0,Kia,Forte,2021,Ашхабад,1753333825.950478
220.0,Toyota,Camry,2013,Ашхабад,1753506625.950478
300.0,Toyota,Camry,2021,Байрамали,1753333825.950478
270.0,Lexus,RX,2009,Балканабат,1753506625.950478
95.0,Daewoo,Nexia,2011,Ашхабад,1753333825.950478
130.0,Kia,Sorento,2006,Дашогуз,1753506625.950478
651.0,Toyota,Highlander,2021,Ашхабад,1753333825.950478
26.0,Lada,2115,2003,Теджен,1753506625.950478
338.0,Lexus,RX,2010,Ашхабад,1753333825.950478
40.0,Daewoo,Leganza,1998,Балканабат,1753506625.950478
807.0,Lexus,RX,2023,Ашхабад,1753333825.950478
80.0,Toyota,Previa,1992,Чарджоу,1753506625.950478
209.0,Toyota,Hilux,2010,Ашхабад,1753333825.950478
18.0,Fekon,FK200-14G,2012,етр. Туркменбаши,1753506625.950478
294.0,Lexus,IS,2014,Ашхабад,1753333825.950478
33.0,Lada,2107,2005,Сакарчага,1753506625.950478
237.0,Toyota,Camry,2012,Ашхабад,1753333825.950478
120.0,Toyota,Yaris,2008,Ашхабад,1753506625.950478
135.0,Toyota,Camry,2008,Ашхабад,1753333825.950478
185.0,Gaz,Gazel,2014,Ашхабад,1753506625.950478
209.0,Toyota,Hilux,2009,Ашхабад,1753333825.950478
395.0,Toyota,Camry,2017,Ашхабад,1753333825.950478
75.0,Toyota,Camry,1995,Акдепе,1753506625.950478
885.0,Hyundai,Staria,2024,Ашхабад,1753333825.950478
147.0,Toyota,Corolla,2010,Гёкдепе,1753506625.950478
235.0,Toyota,Camry,2017,Ашхабад,1753333825.950478
90.0,BMW,7,1990,Сейди,1753506625.950478
250.0,Toyota,Camry,2017,Теджен,1753333825.950478
160.0,Toyota,Corolla,2011,Ашхабад,1753506625.950478
884.0,Toyota,Highlander,2021,Ашхабад,1753333825.950478
450.0,Lexus,GX,2003,Чарджоу,1753506625.950478
640.0,Toyota,Highlander,2021,Балканабат,1753333825.950478
395.0,Hyundai,Tucson,2022,Ашхабад,1753333825.950478
335.0,Forland,H2,2025,Балканабат,1753333825.950478
25.0,ZAZ,968,1980,Байрамали,1753506625.950478
550.0,Toyota,Highlander,2020,Ашхабад,1753333825.950478
35.0,Opel,Vectra,1992,Мары,1753506625.950478
1316.25,Lexus,ES,2025,Ашхабад,1753247425.950478
315.0,Mitsubishi,Canter,2010,Ашхабад,1753333825.950478
335.0,Hyundai,Santa,2014,Ашхабад,1753333825.950478
110.0,Mitsubishi,Canter,1991,Сакарчага,1753506625.950478
126.0,Toyota,Camry,2001,Бахарден,1753333825.950478
80.0,Mercedes-Benz,E420,1998,Ашхабад,1753506625.950478
320.0,Hyundai,Sonata,2022,Ашхабад,1753333825.950478
170.0,Toyota,Camry,2007,Мары,1753506625.950478
275.0,Kia,Sportage,2021,Ашхабад,1753333825.950478
60.0,Opel,Vectra,1995,Туркменабат,1753506625.950478
360.0,Toyota,Camry,2018,Ашхабад,1753333825.950478
60.0,Lada,2115,2012,Байрамали,1753506625.950478
207.0,Toyota,Hilux,2009,Ашхабад,1753333825.950478
115.0,Toyota,Hiace,2003,Ашхабад,1753333825.950478
170.0,Nissan,Sentra,2019,Ашхабад,1753506625.950478
643.5,Toyota,Highlander,2022,Мары,1753333825.950478
20.0,Nissan,Primera,2000,Туркменабат,1753506625.950478
178.0,Toyota,Camry,2010,Яшлык,1753333825.950478
9.0,Fekon,FK150-8G,2019,Саят,1753506625.950478
195.0,Lexus,RX,2002,Керки,1753506625.950478
550.0,Ford,Expedition,2021,Ашхабад,1753333825.950478
25.0,Opel,Vectra,1989,Ашхабад,1753506625.950478
470.0,Toyota,Highlander,2021,Ашхабад,1753333825.950478
24.0,Lada,Niva,1986,Гызыларбат,1753506625.950478
155.0,Toyota,Camry,2010,Шабатский этрап,1753506625.950478
260.0,Toyota,Camry,2017,Ашхабад,1753333825.950478
240.0,Toyota,Avalon,2011,Байрамали,1753506625.950478
630.0,Toyota,Hilux,2024,Балканабат,1753333825.950478
205.0,Toyota,Camry,2005,Туркменабат,1753506625.950478
440.0,Toyota,Camry,2020,Ашхабад,1753333825.950478
465.0,Toyota,Camry,2022,Ашхабад,1753333825.950478
360.0,BMW,F10,2013,Ашхабад,1753506625.950478
440.0,Lexus,RX,2019,Ашхабад,1753333825.950478
25.0,Lada,2106,1990,Туркменабат,1753506625.950478
1198.0,Lexus,TX,2024,Ашхабад,1753333825.950478
135.0,Toyota,Corolla,2009,Ашхабад,1753506625.950478
852.0,Lexus,RX,2021,Ашхабад,1753333825.950478
250.0,Toyota,Corolla,2022,Ашхабад,1753506625.950478
689.0,Lexus,RX,2020,Ашхабад,1753333825.950478
650.0,Toyota,Sienna,2023,Ашхабад,1753506625.950478
15.4,Fekon,FK200-14G,2015,Эсенгулы,1753506625.950478
779.0,Toyota,Highlander,2021,Ашхабад,1753333825.950478
480.0,Toyota,Highlander,2020,Ашхабад,1753506625.950478
260.0,Toyota,Camry,2007,Ашхабад,1753438225.950478
255.0,Toyota,Camry,2016,Ашхабад,1753333825.950478
180.0,Kamaz,5320,1992,Байрамали,1753506625.950478
295.0,Toyota,Avalon,2016,Ашхабад,1753333825.950478
350.0,Maz,Samosval,1989,Гурбансолтан Едже,1753506625.950478
650.0,Nissan,Xterra,2000,Ашхабад,1753333825.950478
15.0,Fekon,FK200-14G,2025,Бахарден,1753506625.950478
230.0,Toyota,Camry,2012,Ашхабад,1753333825.950478
656.6,Toyota,Camry,2025,Ашхабад,1753333825.950478
200.0,Toyota,Camry,2012,Мары,1753506625.950478
686.0,Toyota,Camry,2025,Ашхабад,1753333825.950478
250.0,Toyota,Corolla,2015,Ашхабад,1753506625.950478
673.0,Toyota,Highlander,2022,Ашхабад,1753333825.950478
150.0,Kia,Forte,2012,Мары,1753506625.950478
589.0,Toyota,Highlander,2021,Ашхабад,1753333825.950478
57.0,Hyundai,Sonata,1998,Ашхабад,1753506625.950478
580.0,Toyota,Sienna,2019,Ашхабад,1753333825.950478
40.0,Opel,Astra,1993,Дашогуз,1753506625.950478
188.64,Kia,Forte,2020,Ашхабад,1753333825.950478
380.0,Lexus,RX,2010,Дашогуз,1753506625.950478
609.0,Toyota,Camry,2017,Ашхабад,1753333825.950478
50.0,Opel,Frontera,2000,Гёкдепе,1753506625.950478
190.0,Volkswagen,Passat,2012,Ашхабад,1753333825.950478
220.0,Gaz,Gazel,2016,Ашхабад,1753506625.950478
545.0,Toyota,Highlander,2021,Ашхабад,1753333825.950478
14.4,Fekon,FK150-8G,2022,Этрек,1753506625.950478
320.0,Lexus,ES,2015,Ашхабад,1753333825.950478
30.0,Opel,Astra,1994,Дашогуз,1753506625.950478
415.0,Toyota,Camry,2017,Ашхабад,1753333825.950478
35.0,Toyota,Tercel,1995,Сакарчага,1753506625.950478
405.0,Toyota,Camry,2019,Ашхабад,1753333825.950478
40.0,Jeep,Cherokee,1997,Теджен,1753506625.950478
220.0,Ford,F-150,2008,Ашхабад,1753333825.950478
82.0,Kia,Opirus,2003,Ашхабад,1753506625.950478
207.0,Kia,Forte,2022,Ашхабад,1753333825.950478
45.0,Opel,Vectra,1990,Туркменабат,1753506625.950478
8.0,Lada,2109,1991,Теджен,1753333825.950478
22.0,Lada,2107,1993,Туркменгала,1753506625.950478
